video,words,glosses,spoken_language,signed_language,start,end,priority,person_id
12104,company,company,en,ase,0,0,0,11
12099,company,company,en,ase,0,0,1,18
12107,company,company,en,ase,0,0,2,6
12101,company,company,en,ase,0,0,3,7
12100,company,company,en,ase,0,0,4,23
12211,complete,complete,en,ase,0,0,0,17
12217,complete,complete,en,ase,0,0,1,1
12212,complete,complete,en,ase,0,0,2,7
12210,complete,complete,en,ase,0,0,3,15
12402,concept,concept,en,ase,0,0,0,9
12400,concept,concept,en,ase,0,0,1,18
12403,concept,concept,en,ase,0,0,2,7
65392,concept,concept,en,ase,0,0,3,30
12418,concern,concern,en,ase,0,0,0,1
12415,concern,concern,en,ase,0,0,1,43
12411,concern,concern,en,ase,0,0,2,18
65393,concern,concern,en,ase,0,0,3,30
12419,concern,concern,en,ase,0,0,4,6
12416,concern,concern,en,ase,0,0,5,-1
12604,confront,confront,en,ase,0,0,0,17
12609,confront,confront,en,ase,0,0,1,1
12603,confront,confront,en,ase,0,0,2,17
12605,confront,confront,en,ase,0,0,3,17
12606,confront,confront,en,ase,0,0,4,14
12602,confront,confront,en,ase,0,0,5,73
12613,confused,confused,en,ase,0,0,0,-1
65396,confused,confused,en,ase,0,0,1,30
12618,confused,confused,en,ase,0,0,2,6
65395,confused,confused,en,ase,0,0,3,30
12614,confused,confused,en,ase,0,0,4,-1
12612,confused,confused,en,ase,0,0,5,15
12651,congress,congress,en,ase,0,0,0,17
12654,congress,congress,en,ase,0,0,1,63
12648,congress,congress,en,ase,0,0,2,18
12650,congress,congress,en,ase,0,0,3,15
12652,congress,congress,en,ase,0,0,4,7
12649,congress,congress,en,ase,0,0,5,11
12674,connect,connect,en,ase,0,0,0,18
12678,connect,connect,en,ase,0,0,1,11
65397,connect,connect,en,ase,0,0,2,46
12675,connect,connect,en,ase,0,0,3,25
12676,connect,connect,en,ase,0,0,4,7
12694,conquer,conquer,en,ase,0,0,0,18
12700,conquer,conquer,en,ase,0,0,1,1
12702,conquer,conquer,en,ase,0,0,2,1
12696,conquer,conquer,en,ase,0,0,3,11
12810,constitution,constitution,en,ase,0,0,0,17
12811,constitution,constitution,en,ase,0,0,1,17
12814,constitution,constitution,en,ase,0,0,2,1
12806,constitution,constitution,en,ase,0,0,3,18
12812,constitution,constitution,en,ase,0,0,4,14
12809,constitution,constitution,en,ase,0,0,5,8
12990,contract,contract,en,ase,0,0,0,1
12986,contract,contract,en,ase,0,0,1,18
12992,contract,contract,en,ase,0,0,2,6
12987,contract,contract,en,ase,0,0,3,7
12991,contract,contract,en,ase,0,0,4,6
70157,court,court,en,ase,0,0,0,8
13619,court,court,en,ase,0,0,1,21
13623,court,court,en,ase,0,0,2,1
13604,court,court,en,ase,0,0,3,18
13621,court,court,en,ase,0,0,4,7
13618,court,court,en,ase,0,0,5,73
13733,crab,crab,en,ase,0,0,0,17
13735,crab,crab,en,ase,0,0,1,17
13737,crab,crab,en,ase,0,0,2,11
13732,crab,crab,en,ase,0,0,3,17
13734,crab,crab,en,ase,0,0,4,17
13725,crab,crab,en,ase,0,0,5,18
14048,cross,cross,en,ase,0,0,0,16
14051,cross,cross,en,ase,0,0,1,63
14047,cross,cross,en,ase,0,0,2,17
14049,cross,cross,en,ase,0,0,3,7
14128,cruel,cruel,en,ase,0,0,0,17
14125,cruel,cruel,en,ase,0,0,1,18
14131,cruel,cruel,en,ase,0,0,2,11
14132,cruel,cruel,en,ase,0,0,3,6
14129,cruel,cruel,en,ase,0,0,4,11
14126,cruel,cruel,en,ase,0,0,5,15
14158,crush,crush,en,ase,0,0,0,17
14162,crush,crush,en,ase,0,0,1,11
14156,crush,crush,en,ase,0,0,2,8
69286,crush,crush,en,ase,0,0,3,53
14157,crush,crush,en,ase,0,0,4,25
14734,date,date,en,ase,0,0,0,1
14729,date,date,en,ase,0,0,1,0
65442,date,date,en,ase,0,0,2,3
14728,date,date,en,ase,0,0,3,4
14738,date,date,en,ase,0,0,4,6
15022,december,december,en,ase,0,0,0,1
15017,december,december,en,ase,0,0,1,18
15019,december,december,en,ase,0,0,2,22
15018,december,december,en,ase,0,0,3,61
15023,december,december,en,ase,0,0,4,6
15020,december,december,en,ase,0,0,5,7
15112,decrease,decrease,en,ase,0,0,0,17
15116,decrease,decrease,en,ase,0,0,1,1
15110,decrease,decrease,en,ase,0,0,2,52
15111,decrease,decrease,en,ase,0,0,3,25
15118,decrease,decrease,en,ase,0,0,4,6
15145,deduct,deduct,en,ase,0,0,0,1
15140,deduct,deduct,en,ase,0,0,1,28
15141,deduct,deduct,en,ase,0,0,2,17
15142,deduct,deduct,en,ase,0,0,3,24
15139,deduct,deduct,en,ase,0,0,4,15
15196,defeat,defeat,en,ase,0,0,0,1
15182,defeat,defeat,en,ase,0,0,1,18
15187,defeat,defeat,en,ase,0,0,2,17
15185,defeat,defeat,en,ase,0,0,3,15
15632,deposit,deposit,en,ase,0,0,0,21
15635,deposit,deposit,en,ase,0,0,1,1
15631,deposit,deposit,en,ase,0,0,2,15
15633,deposit,deposit,en,ase,0,0,3,7
15636,deposit,deposit,en,ase,0,0,4,6
15649,depressed,depressed,en,ase,0,0,0,0
15652,depressed,depressed,en,ase,0,0,1,1
65466,depressed,depressed,en,ase,0,0,2,30
15648,depressed,depressed,en,ase,0,0,3,20
15650,depressed,depressed,en,ase,0,0,4,7
15647,depressed,depressed,en,ase,0,0,5,18
70111,depressed,depressed,en,ase,0,0,6,-1
15849,detach,detach,en,ase,0,0,0,1
15840,detach,detach,en,ase,0,0,1,18
15845,detach,detach,en,ase,0,0,2,14
15844,detach,detach,en,ase,0,0,3,25
15904,determine,determine,en,ase,0,0,0,1
15900,determine,determine,en,ase,0,0,1,7
15899,determine,determine,en,ase,0,0,2,73
15905,determine,determine,en,ase,0,0,3,6
16004,diabetes,diabetes,en,ase,0,0,0,17
16007,diabetes,diabetes,en,ase,0,0,1,1
16001,diabetes,diabetes,en,ase,0,0,2,18
16005,diabetes,diabetes,en,ase,0,0,3,7
16002,diabetes,diabetes,en,ase,0,0,4,15
16272,dime,dime,en,ase,0,0,0,1
16269,dime,dime,en,ase,0,0,1,0
16267,dime,dime,en,ase,0,0,2,18
16270,dime,dime,en,ase,0,0,3,7
16268,dime,dime,en,ase,0,0,4,15
16392,dirt,dirt,en,ase,0,0,0,18
16397,dirt,dirt,en,ase,0,0,1,1
16394,dirt,dirt,en,ase,0,0,2,43
16398,dirt,dirt,en,ase,0,0,3,1
16396,dirt,dirt,en,ase,0,0,4,13
70374,dirt,dirt,en,ase,0,0,5,-1
16642,disgust,disgust,en,ase,0,0,0,9
16641,disgust,disgust,en,ase,0,0,1,17
16634,disgust,disgust,en,ase,0,0,2,18
16644,disgust,disgust,en,ase,0,0,3,11
16640,disgust,disgust,en,ase,0,0,4,73
16643,disgust,disgust,en,ase,0,0,5,14
16704,dismiss,dismiss,en,ase,0,0,0,17
16707,dismiss,dismiss,en,ase,0,0,1,1
16699,dismiss,dismiss,en,ase,0,0,2,8
16703,dismiss,dismiss,en,ase,0,0,3,73
16986,dizzy,dizzy,en,ase,0,0,0,10
16982,dizzy,dizzy,en,ase,0,0,1,20
65501,dizzy,dizzy,en,ase,0,0,2,30
16987,dizzy,dizzy,en,ase,0,0,3,6
16984,dizzy,dizzy,en,ase,0,0,4,14
16980,dizzy,dizzy,en,ase,0,0,5,18
17037,document,document,en,ase,0,0,0,9
17041,document,document,en,ase,0,0,1,1
17031,document,document,en,ase,0,0,2,18
65505,document,document,en,ase,0,0,3,30
17039,document,document,en,ase,0,0,4,24
17036,document,document,en,ase,0,0,5,15
17038,document,document,en,ase,0,0,6,14
17356,dorm,dorm,en,ase,0,0,0,1
17354,dorm,dorm,en,ase,0,0,1,17
17357,dorm,dorm,en,ase,0,0,2,6
17353,dorm,dorm,en,ase,0,0,3,4
17352,dorm,dorm,en,ase,0,0,4,15
17355,dorm,dorm,en,ase,0,0,5,14
17364,dormitory,dormitory,en,ase,0,0,0,1
17360,dormitory,dormitory,en,ase,0,0,1,18
65522,dormitory,dormitory,en,ase,0,0,2,30
17361,dormitory,dormitory,en,ase,0,0,3,25
17362,dormitory,dormitory,en,ase,0,0,4,14
17457,downstairs,downstairs,en,ase,0,0,0,0
17456,downstairs,downstairs,en,ase,0,0,1,17
17460,downstairs,downstairs,en,ase,0,0,2,11
17455,downstairs,downstairs,en,ase,0,0,3,18
17462,downstairs,downstairs,en,ase,0,0,4,6
17458,downstairs,downstairs,en,ase,0,0,5,14
18374,economy,economy,en,ase,0,0,0,63
18371,economy,economy,en,ase,0,0,1,15
18372,economy,economy,en,ase,0,0,2,14
18375,economy,economy,en,ase,0,0,3,6
18370,economy,economy,en,ase,0,0,4,48
18429,education,education,en,ase,0,0,0,1
18424,education,education,en,ase,0,0,1,18
65606,education,education,en,ase,0,0,2,47
18430,education,education,en,ase,0,0,3,6
18427,education,education,en,ase,0,0,4,7
18426,education,education,en,ase,0,0,5,29
18431,education,education,en,ase,0,0,6,6
18479,effort,effort,en,ase,0,0,0,1
18480,effort,effort,en,ase,0,0,1,6
18476,effort,effort,en,ase,0,0,2,11
18474,effort,effort,en,ase,0,0,3,8
18552,eighteen,eighteen,en,ase,0,0,0,1
18554,eighteen,eighteen,en,ase,0,0,1,11
18555,eighteen,eighteen,en,ase,0,0,2,11
65614,eighteen,eighteen,en,ase,0,0,3,36
18550,eighteen,eighteen,en,ase,0,0,4,72
19184,engage,engage,en,ase,0,0,0,17
19183,engage,engage,en,ase,0,0,1,43
19185,engage,engage,en,ase,0,0,2,7
65633,engage,engage,en,ase,0,0,3,47
19188,engage,engage,en,ase,0,0,4,6
19186,engage,engage,en,ase,0,0,5,38
19194,engagement,engagement,en,ase,0,0,0,11
19193,engagement,engagement,en,ase,0,0,1,11
19190,engagement,engagement,en,ase,0,0,2,18
19192,engagement,engagement,en,ase,0,0,3,11
19195,engagement,engagement,en,ase,0,0,4,6
19199,engineer,engineer,en,ase,0,0,0,18
19200,engineer,engineer,en,ase,0,0,1,43
19204,engineer,engineer,en,ase,0,0,2,11
19203,engineer,engineer,en,ase,0,0,3,-1
19202,engineer,engineer,en,ase,0,0,4,14
19392,envelope,envelope,en,ase,0,0,0,18
19397,envelope,envelope,en,ase,0,0,1,1
19394,envelope,envelope,en,ase,0,0,2,20
19393,envelope,envelope,en,ase,0,0,3,43
19395,envelope,envelope,en,ase,0,0,4,14
19398,envelope,envelope,en,ase,0,0,5,6
19509,erase,erase,en,ase,0,0,0,1
19505,erase,erase,en,ase,0,0,1,17
19504,erase,erase,en,ase,0,0,2,43
19502,erase,erase,en,ase,0,0,3,18
65641,erase,erase,en,ase,0,0,4,47
19506,erase,erase,en,ase,0,0,5,14
19655,eternity,eternity,en,ase,0,0,0,17
19657,eternity,eternity,en,ase,0,0,1,1
19653,eternity,eternity,en,ase,0,0,2,18
19656,eternity,eternity,en,ase,0,0,3,14
19658,eternity,eternity,en,ase,0,0,4,6
19654,eternity,eternity,en,ase,0,0,5,15
19746,evening,evening,en,ase,0,0,0,1
19739,evening,evening,en,ase,0,0,1,18
19747,evening,evening,en,ase,0,0,2,6
19743,evening,evening,en,ase,0,0,3,14
19742,evening,evening,en,ase,0,0,4,43
19818,everyday,everyday,en,ase,0,0,0,1
19812,everyday,everyday,en,ase,0,0,1,18
19816,everyday,everyday,en,ase,0,0,2,14
19813,everyday,everyday,en,ase,0,0,3,43
70040,everyday,everyday,en,ase,0,0,4,8
20315,expand,expand,en,ase,0,0,0,9
20310,expand,expand,en,ase,0,0,1,18
20318,expand,expand,en,ase,0,0,2,11
20320,expand,expand,en,ase,0,0,3,-1
20313,expand,expand,en,ase,0,0,4,15
20633,eye,eye,en,ase,0,0,0,0
20601,eye,eye,en,ase,0,0,1,18
20634,eye,eye,en,ase,0,0,2,-1
69314,eye,eye,en,ase,0,0,3,5
20632,eye,eye,en,ase,0,0,4,43
65665,eye,eye,en,ase,0,0,5,3
20661,eyes,eyes,en,ase,0,0,0,0
20665,eyes,eyes,en,ase,0,0,1,11
20662,eyes,eyes,en,ase,0,0,2,14
65667,eyes,eyes,en,ase,0,0,3,47
20666,eyes,eyes,en,ase,0,0,4,33
20862,fake,fake,en,ase,0,0,0,17
20868,fake,fake,en,ase,0,0,1,1
20869,fake,fake,en,ase,0,0,2,1
65674,fake,fake,en,ase,0,0,3,10
20860,fake,fake,en,ase,0,0,4,18
20861,fake,fake,en,ase,0,0,5,15
21089,farmer,farmer,en,ase,0,0,0,1
21085,farmer,farmer,en,ase,0,0,1,18
21090,farmer,farmer,en,ase,0,0,2,6
21087,farmer,farmer,en,ase,0,0,3,14
21086,farmer,farmer,en,ase,0,0,4,25
21360,february,february,en,ase,0,0,0,1
21356,february,february,en,ase,0,0,1,43
21361,february,february,en,ase,0,0,2,6
21355,february,february,en,ase,0,0,3,18
21358,february,february,en,ase,0,0,4,14
21371,federal,federal,en,ase,0,0,0,17
21373,federal,federal,en,ase,0,0,1,1
21368,federal,federal,en,ase,0,0,2,18
21370,federal,federal,en,ase,0,0,3,2
21374,federal,federal,en,ase,0,0,4,6
21821,final,final,en,ase,0,0,0,17
21824,final,final,en,ase,0,0,1,1
21816,final,final,en,ase,0,0,2,18
21820,final,final,en,ase,0,0,3,43
21822,final,final,en,ase,0,0,4,14
22511,florida,florida,en,ase,0,0,0,28
22509,florida,florida,en,ase,0,0,1,8
22514,florida,florida,en,ase,0,0,2,1
22510,florida,florida,en,ase,0,0,3,43
22512,florida,florida,en,ase,0,0,4,38
22609,flute,flute,en,ase,0,0,0,18
22614,flute,flute,en,ase,0,0,1,11
22611,flute,flute,en,ase,0,0,2,17
22610,flute,flute,en,ase,0,0,3,15
22612,flute,flute,en,ase,0,0,4,14
65747,flute,flute,en,ase,0,0,5,12
22840,forbid,forbid,en,ase,0,0,0,18
22846,forbid,forbid,en,ase,0,0,1,11
65757,forbid,forbid,en,ase,0,0,2,10
22844,forbid,forbid,en,ase,0,0,3,43
22928,forever,forever,en,ase,0,0,0,17
22927,forever,forever,en,ase,0,0,1,0
22929,forever,forever,en,ase,0,0,2,17
22930,forever,forever,en,ase,0,0,3,14
65760,forever,forever,en,ase,0,0,4,36
22926,forever,forever,en,ase,0,0,5,43
23243,fourth,fourth,en,ase,0,0,0,1
23237,fourth,fourth,en,ase,0,0,1,18
23245,fourth,fourth,en,ase,0,0,2,6
23239,fourth,fourth,en,ase,0,0,3,43
65774,fourth,fourth,en,ase,0,0,4,36
23240,fourth,fourth,en,ase,0,0,5,14
23407,free,free,en,ase,0,0,0,17
65778,free,free,en,ase,0,0,1,10
23412,free,free,en,ase,0,0,2,1
23395,free,free,en,ase,0,0,3,18
23414,free,free,en,ase,0,0,4,6
23474,french fries,french fries,en,ase,0,0,0,1
23470,french fries,french fries,en,ase,0,0,1,58
23473,french fries,french fries,en,ase,0,0,2,11
23469,french fries,french fries,en,ase,0,0,3,18
65780,french fries,french fries,en,ase,0,0,4,37
23471,french fries,french fries,en,ase,0,0,5,14
24016,gamble,gamble,en,ase,0,0,0,0
24015,gamble,gamble,en,ase,0,0,1,17
24019,gamble,gamble,en,ase,0,0,2,1
24013,gamble,gamble,en,ase,0,0,3,18
24014,gamble,gamble,en,ase,0,0,4,15
24121,gas,gas,en,ase,0,0,0,21
65802,gas,gas,en,ase,0,0,1,10
24125,gas,gas,en,ase,0,0,2,11
24122,gas,gas,en,ase,0,0,3,7
24120,gas,gas,en,ase,0,0,4,20
24119,gas,gas,en,ase,0,0,5,48
24136,gasoline,gasoline,en,ase,0,0,0,11
24130,gasoline,gasoline,en,ase,0,0,1,51
24131,gasoline,gasoline,en,ase,0,0,2,7
24137,gasoline,gasoline,en,ase,0,0,3,6
24271,generation,generation,en,ase,0,0,0,11
24273,generation,generation,en,ase,0,0,1,6
65805,generation,generation,en,ase,0,0,2,36
24267,generation,generation,en,ase,0,0,3,18
24269,generation,generation,en,ase,0,0,4,14
24268,generation,generation,en,ase,0,0,5,15
24334,geography,geography,en,ase,0,0,0,11
24335,geography,geography,en,ase,0,0,1,11
24328,geography,geography,en,ase,0,0,2,8
24332,geography,geography,en,ase,0,0,3,14
24331,geography,geography,en,ase,0,0,4,17
24330,geography,geography,en,ase,0,0,5,37
24329,geography,geography,en,ase,0,0,6,48
24368,german,german,en,ase,0,0,0,16
24372,german,german,en,ase,0,0,1,1
24367,german,german,en,ase,0,0,2,43
24370,german,german,en,ase,0,0,3,14
24373,german,german,en,ase,0,0,4,6
24598,girlfriend,girlfriend,en,ase,0,0,0,1
24596,girlfriend,girlfriend,en,ase,0,0,1,14
24592,girlfriend,girlfriend,en,ase,0,0,2,43
24594,girlfriend,girlfriend,en,ase,0,0,3,4
24599,girlfriend,girlfriend,en,ase,0,0,4,6
24601,girlfriend,girlfriend,en,ase,0,0,5,6
24990,gold,gold,en,ase,0,0,0,17
24991,gold,gold,en,ase,0,0,1,28
24996,gold,gold,en,ase,0,0,2,1
24978,gold,gold,en,ase,0,0,3,18
24989,gold,gold,en,ase,0,0,4,15
25423,grandma,grandma,en,ase,0,0,0,1
25422,grandma,grandma,en,ase,0,0,1,14
25426,grandma,grandma,en,ase,0,0,2,6
69349,grandma,grandma,en,ase,0,0,3,42
25424,grandma,grandma,en,ase,0,0,4,33
25425,grandma,grandma,en,ase,0,0,5,33
65850,grass,grass,en,ase,0,0,0,10
25511,grass,grass,en,ase,0,0,1,-1
25509,grass,grass,en,ase,0,0,2,14
25503,grass,grass,en,ase,0,0,3,8
25508,grass,grass,en,ase,0,0,4,29
25513,grass,grass,en,ase,0,0,5,6
25874,grow up,grow up,en,ase,0,0,0,1
65863,grow up,grow up,en,ase,0,0,1,10
25869,grow up,grow up,en,ase,0,0,2,18
25875,grow up,grow up,en,ase,0,0,3,6
25871,grow up,grow up,en,ase,0,0,4,14
68063,grow up,grow up,en,ase,0,0,5,2
26010,gun,gun,en,ase,0,0,0,18
26016,gun,gun,en,ase,0,0,1,1
26013,gun,gun,en,ase,0,0,2,14
26012,gun,gun,en,ase,0,0,3,15
26139,haircut,haircut,en,ase,0,0,0,21
26136,haircut,haircut,en,ase,0,0,1,43
26142,haircut,haircut,en,ase,0,0,2,1
26135,haircut,haircut,en,ase,0,0,3,18
26586,hard of hearing,hard of hearing,en,ase,0,0,0,17
26591,hard of hearing,hard of hearing,en,ase,0,0,1,1
26584,hard of hearing,hard of hearing,en,ase,0,0,2,18
26585,hard of hearing,hard of hearing,en,ase,0,0,3,43
26587,hard of hearing,hard of hearing,en,ase,0,0,4,14
68066,hard of hearing,hard of hearing,en,ase,0,0,5,0
27534,hippopotamus,hippopotamus,en,ase,0,0,0,0
27539,hippopotamus,hippopotamus,en,ase,0,0,1,6
27540,hippopotamus,hippopotamus,en,ase,0,0,2,6
27535,hippopotamus,hippopotamus,en,ase,0,0,3,68
27552,his,his,en,ase,0,0,0,18
27556,his,his,en,ase,0,0,1,1
27557,his,his,en,ase,0,0,2,1
27553,his,his,en,ase,0,0,3,14
27835,honey,honey,en,ase,0,0,0,18
65898,honey,honey,en,ase,0,0,1,46
65899,honey,honey,en,ase,0,0,2,3
27841,honey,honey,en,ase,0,0,3,17
27848,honey,honey,en,ase,0,0,4,6
27840,honey,honey,en,ase,0,0,5,17
28417,hurricane,hurricane,en,ase,0,0,0,1
28412,hurricane,hurricane,en,ase,0,0,1,18
28414,hurricane,hurricane,en,ase,0,0,2,28
28418,hurricane,hurricane,en,ase,0,0,3,6
28415,hurricane,hurricane,en,ase,0,0,4,7
28413,hurricane,hurricane,en,ase,0,0,5,15
28673,identify,identify,en,ase,0,0,0,18
28680,identify,identify,en,ase,0,0,1,11
65919,identify,identify,en,ase,0,0,2,37
28681,identify,identify,en,ase,0,0,3,11
28675,identify,identify,en,ase,0,0,4,73
29275,include,include,en,ase,0,0,0,18
29281,include,include,en,ase,0,0,1,11
29282,include,include,en,ase,0,0,2,6
29279,include,include,en,ase,0,0,3,14
29278,include,include,en,ase,0,0,4,15
29563,infection,infection,en,ase,0,0,0,17
29564,infection,infection,en,ase,0,0,1,17
65938,infection,infection,en,ase,0,0,2,46
29561,infection,infection,en,ase,0,0,3,18
29567,infection,infection,en,ase,0,0,4,6
29566,infection,infection,en,ase,0,0,5,11
29565,infection,infection,en,ase,0,0,6,14
29562,infection,infection,en,ase,0,0,7,15
29791,innocent,innocent,en,ase,0,0,0,17
29794,innocent,innocent,en,ase,0,0,1,1
29789,innocent,innocent,en,ase,0,0,2,18
29796,innocent,innocent,en,ase,0,0,3,6
29792,innocent,innocent,en,ase,0,0,4,14
29795,innocent,innocent,en,ase,0,0,5,6
29847,insect,insect,en,ase,0,0,0,-1
29844,insect,insect,en,ase,0,0,1,21
29841,insect,insect,en,ase,0,0,2,18
29843,insect,insect,en,ase,0,0,3,25
29842,insect,insect,en,ase,0,0,4,48
29965,instead,instead,en,ase,0,0,0,63
65945,instead,instead,en,ase,0,0,1,46
29961,instead,instead,en,ase,0,0,2,8
29963,instead,instead,en,ase,0,0,3,75
29962,instead,instead,en,ase,0,0,4,15
29980,institute,institute,en,ase,0,0,0,17
29982,institute,institute,en,ase,0,0,1,1
29976,institute,institute,en,ase,0,0,2,18
65947,institute,institute,en,ase,0,0,3,28
29984,institute,institute,en,ase,0,0,4,6
29979,institute,institute,en,ase,0,0,5,73
30219,international,international,en,ase,0,0,0,63
30215,international,international,en,ase,0,0,1,18
30217,international,international,en,ase,0,0,2,14
30221,international,international,en,ase,0,0,3,6
30220,international,international,en,ase,0,0,4,6
30277,interrupt,interrupt,en,ase,0,0,0,8
30285,interrupt,interrupt,en,ase,0,0,1,1
30281,interrupt,interrupt,en,ase,0,0,2,63
30287,interrupt,interrupt,en,ase,0,0,3,6
30283,interrupt,interrupt,en,ase,0,0,4,1
30278,interrupt,interrupt,en,ase,0,0,5,15
65962,involve,involve,en,ase,0,0,0,46
30523,involve,involve,en,ase,0,0,1,14
30526,involve,involve,en,ase,0,0,2,11
30522,involve,involve,en,ase,0,0,3,15
30870,jail,jail,en,ase,0,0,0,18
30878,jail,jail,en,ase,0,0,1,11
30879,jail,jail,en,ase,0,0,2,11
30875,jail,jail,en,ase,0,0,3,21
30881,jail,jail,en,ase,0,0,4,6
30873,jail,jail,en,ase,0,0,5,43
30876,jail,jail,en,ase,0,0,6,14
30920,january,january,en,ase,0,0,0,22
30923,january,january,en,ase,0,0,1,1
30917,january,january,en,ase,0,0,2,18
30924,january,january,en,ase,0,0,3,6
30921,january,january,en,ase,0,0,4,14
30919,january,january,en,ase,0,0,5,43
31183,joke,joke,en,ase,0,0,0,11
31182,joke,joke,en,ase,0,0,1,11
31181,joke,joke,en,ase,0,0,2,11
31177,joke,joke,en,ase,0,0,3,14
31184,joke,joke,en,ase,0,0,4,6
31347,june,june,en,ase,0,0,0,22
31345,june,june,en,ase,0,0,1,18
31351,june,june,en,ase,0,0,2,6
31348,june,june,en,ase,0,0,3,14
31350,june,june,en,ase,0,0,4,1
31346,june,june,en,ase,0,0,5,23
31445,kangaroo,kangaroo,en,ase,0,0,0,1
65986,kangaroo,kangaroo,en,ase,0,0,1,46
31441,kangaroo,kangaroo,en,ase,0,0,2,18
31444,kangaroo,kangaroo,en,ase,0,0,3,79
31442,kangaroo,kangaroo,en,ase,0,0,4,43
31457,karate,karate,en,ase,0,0,0,17
31460,karate,karate,en,ase,0,0,1,63
31456,karate,karate,en,ase,0,0,2,18
31458,karate,karate,en,ase,0,0,3,14
31461,karate,karate,en,ase,0,0,4,6
31588,kick,kick,en,ase,0,0,0,18
31596,kick,kick,en,ase,0,0,1,1
65990,kick,kick,en,ase,0,0,2,3
31592,kick,kick,en,ase,0,0,3,43
31594,kick,kick,en,ase,0,0,4,7
31836,kneel,kneel,en,ase,0,0,0,11
31832,kneel,kneel,en,ase,0,0,1,18
31834,kneel,kneel,en,ase,0,0,2,14
31833,kneel,kneel,en,ase,0,0,3,2
31882,knock,knock,en,ase,0,0,0,63
31874,knock,knock,en,ase,0,0,1,18
66001,knock,knock,en,ase,0,0,2,74
31884,knock,knock,en,ase,0,0,3,6
31883,knock,knock,en,ase,0,0,4,6
32192,laptop,laptop,en,ase,0,0,0,21
32195,laptop,laptop,en,ase,0,0,1,1
66009,laptop,laptop,en,ase,0,0,2,4
32189,laptop,laptop,en,ase,0,0,3,18
32191,laptop,laptop,en,ase,0,0,4,20
32193,laptop,laptop,en,ase,0,0,5,2
33170,lift,lift,en,ase,0,0,0,11
66068,lift,lift,en,ase,0,0,1,11
33166,lift,lift,en,ase,0,0,2,43
69387,lift,lift,en,ase,0,0,3,12
33167,lift,lift,en,ase,0,0,4,24
33240,lightning,lightning,en,ase,0,0,0,0
33243,lightning,lightning,en,ase,0,0,1,1
33235,lightning,lightning,en,ase,0,0,2,18
33238,lightning,lightning,en,ase,0,0,3,43
33241,lightning,lightning,en,ase,0,0,4,24
69388,lightning,lightning,en,ase,0,0,5,13
33407,lip,lip,en,ase,0,0,0,63
33402,lip,lip,en,ase,0,0,1,8
33403,lip,lip,en,ase,0,0,2,15
33409,lip,lip,en,ase,0,0,3,6
33404,lip,lip,en,ase,0,0,4,24
33426,lipstick,lipstick,en,ase,0,0,0,45
33424,lipstick,lipstick,en,ase,0,0,1,17
33422,lipstick,lipstick,en,ase,0,0,2,18
33423,lipstick,lipstick,en,ase,0,0,3,15
33652,local,local,en,ase,0,0,0,21
33650,local,local,en,ase,0,0,1,18
33656,local,local,en,ase,0,0,2,6
33653,local,local,en,ase,0,0,3,24
33651,local,local,en,ase,0,0,4,15
34690,manage,manage,en,ase,0,0,0,11
34686,manage,manage,en,ase,0,0,1,18
66100,manage,manage,en,ase,0,0,2,3
34687,manage,manage,en,ase,0,0,3,43
34688,manage,manage,en,ase,0,0,4,24
35190,mature,mature,en,ase,0,0,0,17
35188,mature,mature,en,ase,0,0,1,18
35196,mature,mature,en,ase,0,0,2,6
35189,mature,mature,en,ase,0,0,3,15
35191,mature,mature,en,ase,0,0,4,24
35575,member,member,en,ase,0,0,0,17
35573,member,member,en,ase,0,0,1,18
35578,member,member,en,ase,0,0,2,1
35579,member,member,en,ase,0,0,3,6
35574,member,member,en,ase,0,0,4,15
35576,member,member,en,ase,0,0,5,24
35765,message,message,en,ase,0,0,0,1
35762,message,message,en,ase,0,0,1,15
35763,message,message,en,ase,0,0,2,11
35761,message,message,en,ase,0,0,3,48
35768,message,message,en,ase,0,0,4,6
35804,metal,metal,en,ase,0,0,0,1
35796,metal,metal,en,ase,0,0,1,18
35799,metal,metal,en,ase,0,0,2,20
35798,metal,metal,en,ase,0,0,3,15
35805,metal,metal,en,ase,0,0,4,6
35924,microphone,microphone,en,ase,0,0,0,21
35928,microphone,microphone,en,ase,0,0,1,1
35929,microphone,microphone,en,ase,0,0,2,6
35922,microphone,microphone,en,ase,0,0,3,18
35923,microphone,microphone,en,ase,0,0,4,25
35925,microphone,microphone,en,ase,0,0,5,7
36460,mix,mix,en,ase,0,0,0,1
36454,mix,mix,en,ase,0,0,1,14
66133,mix,mix,en,ase,0,0,2,45
36453,mix,mix,en,ase,0,0,3,43
36452,mix,mix,en,ase,0,0,4,52
36747,monthly,monthly,en,ase,0,0,0,1
36743,monthly,monthly,en,ase,0,0,1,18
36748,monthly,monthly,en,ase,0,0,2,6
36745,monthly,monthly,en,ase,0,0,3,24
36744,monthly,monthly,en,ase,0,0,4,15
37006,motor,motor,en,ase,0,0,0,8
37003,motor,motor,en,ase,0,0,1,43
70092,motor,motor,en,ase,0,0,2,8
37004,motor,motor,en,ase,0,0,3,24
69403,motor,motor,en,ase,0,0,4,12
37684,nation,nation,en,ase,0,0,0,17
37687,nation,nation,en,ase,0,0,1,1
37669,nation,nation,en,ase,0,0,2,18
37683,nation,nation,en,ase,0,0,3,15
37688,nation,nation,en,ase,0,0,4,6
