video,gloss
25874,grow up
25875,grow up
25876,grow up
26010,gun
26012,gun
26013,gun
26016,gun
26018,gun
26135,haircut
26136,haircut
26139,haircut
26142,haircut
26584,hard of hearing
26591,hard of hearing
68066,hard of hearing
26585,hard of hearing
26586,hard of hearing
26587,hard of hearing
26593,hard of hearing
27534,hippopotamus
27535,hippopotamus
27539,hippopotamus
27540,hippopotamus
27542,hippopotamus
27552,his
27553,his
27556,his
27557,his
27559,his
27835,honey
27848,honey
65898,honey
65899,honey
27850,honey
27840,honey
27841,honey
28412,hurricane
28413,hurricane
28414,hurricane
28415,hurricane
28417,hurricane
28418,hurricane
28420,hurricane
28673,identify
65919,identify
28675,identify
28680,identify
28681,identify
28683,identify
29275,include
29278,include
29279,include
29281,include
29282,include
29284,include
29561,infection
65938,infection
29562,infection
29563,infection
29564,infection
29565,infection
29566,infection
29567,infection
29789,innocent
29791,innocent
29792,innocent
29794,innocent
29795,innocent
29796,innocent
29798,innocent
29841,insect
29842,insect
29843,insect
29844,insect
29847,insect
29849,insect
29961,instead
65945,instead
29962,instead
29963,instead
29965,instead
29967,instead
29976,institute
65947,institute
29979,institute
29980,institute
29982,institute
29984,institute
29986,institute
30215,international
30217,international
30219,international
30220,international
30221,international
30223,international
30277,interrupt
30285,interrupt
30287,interrupt
30289,interrupt
30278,interrupt
30281,interrupt
30283,interrupt
65962,involve
30522,involve
30523,involve
30526,involve
30528,involve
30870,jail
30881,jail
30873,jail
30875,jail
30876,jail
30878,jail
30879,jail
30917,january
30921,january
30919,january
30920,january
30923,january
30924,january
30926,january
31177,joke
31181,joke
31182,joke
31183,joke
31184,joke
31186,joke
31345,june
31346,june
31347,june
31348,june
31350,june
31351,june
31353,june
31441,kangaroo
65986,kangaroo
31442,kangaroo
31444,kangaroo
31445,kangaroo
31456,karate
31457,karate
31458,karate
31460,karate
31461,karate
31463,karate
31588,kick
65990,kick
31592,kick
31594,kick
31596,kick
31600,kick
31832,kneel
31833,kneel
31834,kneel
31836,kneel
31838,kneel
31874,knock
31886,knock
66001,knock
31882,knock
31883,knock
31884,knock
32189,laptop
32197,laptop
66009,laptop
32191,laptop
32192,laptop
32193,laptop
32195,laptop
69387,lift
66068,lift
33166,lift
33167,lift
33170,lift
33172,lift
33235,lightning
69388,lightning
33246,lightning
33238,lightning
33240,lightning
33241,lightning
33243,lightning
33402,lip
33403,lip
33404,lip
33407,lip
33409,lip
33410,lip
33422,lipstick
33423,lipstick
33424,lipstick
33426,lipstick
33429,lipstick
33650,local
33651,local
33652,local
33653,local
33656,local
33658,local
34686,manage
66100,manage
34687,manage
34688,manage
34690,manage
34692,manage
35188,mature
35198,mature
35189,mature
35190,mature
35191,mature
35196,mature
35573,member
35574,member
35575,member
35576,member
35578,member
35579,member
35581,member
35770,message
35761,message
35762,message
35763,message
35765,message
35768,message
35796,metal
35807,metal
35798,metal
35799,metal
35804,metal
35805,metal
35922,microphone
35923,microphone
35924,microphone
35925,microphone
35928,microphone
35929,microphone
35931,microphone
66133,mix
36460,mix
36452,mix
36462,mix
36453,mix
36454,mix
36743,monthly
36744,monthly
36745,monthly
36747,monthly
36748,monthly
36750,monthly
69403,motor
37003,motor
70092,motor
37004,motor
37006,motor
37008,motor
37669,nation
37683,nation
37684,nation
37685,nation
37687,nation
37688,nation
37690,nation
38042,network
66165,network
38043,network
38044,network
38045,network
38047,network
38048,network
38298,nickel
38299,nickel
38300,nickel
38301,nickel
38305,nickel
66177,nineteen
66178,nineteen
38396,nineteen
38398,nineteen
38399,nineteen
38401,nineteen
38642,normal
66189,normal
38643,normal
38644,normal
38646,normal
38648,normal
38972,november
38973,november
38974,november
38975,november
38977,november
38978,november
38980,november
39114,nut
66220,nut
39115,nut
39116,nut
39118,nut
39120,nut
69417,octopus
66222,octopus
39369,octopus
39370,octopus
39373,octopus
39375,octopus
39674,once
66227,once
39679,once
39680,once
39682,once
39686,once
40226,organize
40229,organize
40230,organize
40231,organize
40234,organize
40235,organize
40559,over
40569,over
40560,over
40561,over
40565,over
40566,over
40658,owl
66256,owl
40659,owl
40660,owl
40661,owl
40664,owl
40701,p
66054,p
42511,p
42512,p
42513,p
42514,p
42516,p
41054,parachute
41055,parachute
41056,parachute
41058,parachute
41060,parachute
41077,paragraph
41078,paragraph
41079,paragraph
41080,paragraph
41082,paragraph
41084,paragraph
41093,parallel
66263,parallel
41094,parallel
41095,parallel
41097,parallel
41099,parallel
41579,pay attention
41582,pay attention
68128,pay attention
41580,pay attention
41584,pay attention
41585,pay attention
41643,peace
41653,peace
41654,peace
41657,peace
41659,peace
41692,peanut butter
66272,peanut butter
41693,peanut butter
41694,peanut butter
41696,peanut butter
41698,peanut butter
42036,perfume
42039,perfume
42040,perfume
42041,perfume
42044,perfume
42045,perfume
42213,personality
42214,personality
42215,personality
42217,personality
42218,personality
42220,personality
66283,pet
42316,pet
42308,pet
42318,pet
42309,pet
42314,pet
42378,philadelphia
70138,philadelphia
66284,philadelphia
66285,philadelphia
42379,philadelphia
42381,philadelphia
42540,physician
42541,physician
42542,physician
42544,physician
42545,physician
42546,physician
42547,physician
42663,piece
42664,piece
42665,piece
42667,piece
42668,piece
42670,piece
42938,pity
42947,pity
42939,pity
42940,pity
42942,pity
42945,pity
43078,plant
43090,plant
43079,plant
43081,plant
43083,plant
43253,plenty
43254,plenty
43255,plenty
43257,plenty
43258,plenty
43259,plenty
43261,plenty
43364,pneumonia
43367,pneumonia
43368,pneumonia
43369,pneumonia
43370,pneumonia
43371,pneumonia
43373,pneumonia
43593,politics
66309,politics
43594,politics
43595,politics
43596,politics
43598,politics
43599,politics
43799,position
43800,position
43801,position
43802,position
43805,position
43807,position
43986,pound
43996,pound
43987,pound
43988,pound
43989,pound
43994,pound
43999,pour
44007,pour
44011,pour
44000,pour
44001,pour
44096,praise
44097,praise
44098,praise
44100,praise
44101,praise
44103,praise
44137,preach
44147,preach
44148,preach
44149,preach
44151,preach
44153,preach
44140,preacher
44141,preacher
44143,preacher
44144,preacher
44146,preacher
44213,prefer
44221,prefer
44224,prefer
44225,prefer
44227,prefer
44394,pressure
44396,pressure
44397,pressure
44398,pressure
44400,pressure
44401,pressure
44402,pressure
66331,principal
44538,principal
44539,principal
44541,principal
44542,principal
44544,principal
44582,priority
44588,priority
44592,priority
44584,priority
44586,priority
44587,priority
44776,professional
44777,professional
44778,professional
44779,professional
44780,professional
44782,professional
44783,professional
44789,professor
44790,professor
44791,professor
44793,professor
44794,professor
44796,professor
66340,promote
44906,promote
44907,promote
44910,promote
44911,promote
45050,prostitute
45051,prostitute
45052,prostitute
45054,prostitute
45055,prostitute
45057,prostitute
45089,proud
45090,proud
45091,proud
45092,proud
45094,proud
45095,proud
45096,proud
45819,quote
45820,quote
45821,quote
45822,quote
45824,quote
45826,quote
46489,receive
46491,receive
46492,receive
46493,receive
46495,receive
46497,receive
66376,recent
66377,recent
46500,recent
46501,recent
46502,recent
46503,recent
46506,recent
46750,reduce
46759,reduce
46762,reduce
46752,reduce
46753,reduce
46754,reduce
46773,refer
46791,refer
46792,refer
46793,refer
46795,refer
46797,refer
46774,referee
46775,referee
46776,referee
46779,referee
46780,referee
46781,referee
46783,referee
47025,relate
47028,relate
47029,relate
47030,relate
47032,relate
47034,relate
47058,relax
47059,relax
47060,relax
47063,relax
47066,relax
47220,remote control
66389,remote control
47221,remote control
47222,remote control
47224,remote control
47225,remote control
47269,rent
47271,rent
47272,rent
47273,rent
47277,rent
47279,rent
47439,reputation
47440,reputation
47441,reputation
47442,reputation
47444,reputation
47445,reputation
47447,reputation
47552,resign
66394,resign
47554,resign
47555,resign
47557,resign
47559,resign
47561,resign
47645,responsible
47646,responsible
47648,responsible
47649,responsible
47650,responsible
47652,responsible
48072,ridiculous
66407,ridiculous
48073,ridiculous
48074,ridiculous
48077,ridiculous
48078,ridiculous
48264,road
48273,road
48274,road
48277,road
48279,road
48339,robot
48340,robot
48341,robot
48344,robot
48345,robot
48346,robot
48684,rubber
48685,rubber
48686,rubber
48688,rubber
48689,rubber
48691,rubber
48995,safe
49003,safe
48996,safe
49006,safe
48997,safe
49002,safe
49341,sauce
49342,sauce
49343,sauce
49345,sauce
49346,sauce
49349,sauce
49357,sausage
49358,sausage
49359,sausage
49362,sausage
49363,sausage
49365,sausage
49666,scold
49672,scold
49673,scold
49675,scold
50356,senior
50372,senior
50363,senior
50364,senior
50365,senior
50367,senior
50370,senior
50449,september
50454,september
50453,september
50456,september
50457,september
50459,september
50460,september
50703,several
70307,several
66458,several
50704,several
50705,several
50707,several
50809,shame
50813,shame
50814,shame
50815,shame
50817,shame
50819,shame
50890,shave
50902,shave
50904,shave
50895,shave
50896,shave
51160,shoot
51165,shoot
51154,shoot
51155,shoot
51156,shoot
51273,shoulder
66472,shoulder
51276,shoulder
51278,shoulder
51281,shoulder
51716,silver
51726,silver
51717,silver
51718,silver
51719,silver
51721,silver
51747,simple
51749,simple
51750,simple
51751,simple
51755,simple
51757,simple
66487,siren
66486,siren
51871,siren
51872,siren
51874,siren
51876,siren
52045,size
69475,size
52046,size
52047,size
52049,size
52051,size
52053,skate
69476,skate
52072,skate
52073,skate
52076,skate
52156,skin
52167,skin
52158,skin
52159,skin
52160,skin
52161,skin
52163,skin
52165,skin
52213,skunk
52214,skunk
52215,skunk
52216,skunk
52217,skunk
52219,skunk
52221,skunk
52372,slice
52380,slice
66505,slice
52382,slice
52373,slice
52378,slice
52379,slice
52659,smooth
52660,smooth
52662,smooth
52663,smooth
52665,smooth
52666,smooth
52668,smooth
52683,snack
52686,snack
52687,snack
52688,snack
52691,snack
52693,snack
52694,snack
66520,snowman
66521,snowman
52871,snowman
52874,snowman
52875,snowman
52877,snowman
52990,society
52998,society
66526,society
53000,society
52992,society
52993,society
52997,society
53217,someone
70127,someone
53218,someone
53220,someone
53221,someone
53222,someone
53223,someone
53260,song
53261,song
53262,song
53264,song
53265,song
53267,song
53340,sore throat
53341,sore throat
53343,sore throat
53344,sore throat
53345,sore throat
53347,sore throat
53457,south america
53458,south america
53459,south america
53460,south america
53463,south america
53464,south america
66541,spanish
53564,spanish
53565,spanish
53566,spanish
53567,spanish
53569,spanish
53570,spanish
53611,speak
53620,speak
53621,speak
53622,speak
53623,speak
53624,speak
53626,speak
53733,speed
53736,speed
53737,speed
53738,speed
53741,speed
53744,speed
69487,spell
53771,spell
53772,spell
53773,spell
53775,spell
53778,spell
54001,spoon
54004,spoon
54014,spoon
54007,spoon
54008,spoon
54116,spring
54117,spring
54118,spring
54119,spring
54121,spring
54124,spring
54362,standard
54363,standard
54364,standard
54366,standard
54368,standard
54370,standard
54529,statistics
54530,statistics
54531,statistics
54533,statistics
54534,statistics
54536,statistics
54761,sticky
54762,sticky
54763,sticky
54764,sticky
54766,sticky
54767,sticky
54768,sticky
54787,still
54788,still
66555,still
54780,still
54791,still
54781,still
55188,stretch
55189,stretch
55191,stretch
55192,stretch
55193,stretch
55195,stretch
56072,surgeon
56073,surgeon
56076,surgeon
56078,surgeon
56270,sweden
56271,sweden
56272,sweden
56273,sweden
56276,sweden
56277,sweden
56367,swimsuit
56370,swimsuit
56371,swimsuit
56372,swimsuit
56373,swimsuit
56480,sympathy
56481,sympathy
56482,sympathy
56485,sympathy
56488,sympathy
56762,take turns
56763,take turns
56764,take turns
56766,take turns
56767,take turns
56768,take turns
56769,take turns
56770,take up
68164,take up
56771,take up
56772,take up
56773,take up
56775,take up
57168,technology
57169,technology
57170,technology
57172,technology
57173,technology
57175,technology
57321,temple
70056,temple
57322,temple
57323,temple
57324,temple
57327,temple
57329,temple
57367,tender
57368,tender
57369,tender
57371,tender
57373,tender
57374,tender
57375,tender
57596,thailand
57597,thailand
57598,thailand
57600,thailand
57601,thailand
57602,thailand
57603,thailand
57705,theater
57706,theater
57707,theater
57709,theater
57712,theater
57742,them
69503,them
57751,them
57752,them
57754,them
57756,them
57743,theme
57744,theme
57745,theme
57746,theme
57748,theme
57750,theme
57899,thick
57890,thick
57901,thick
57892,thick
57893,thick
57896,thick
58070,this
69507,this
58077,this
58079,this
66628,this
58072,this
58251,throat
58252,throat
58253,throat
58254,throat
58256,throat
58258,throat
58610,tissue
66649,tissue
58611,tissue
58612,tissue
58613,tissue
58614,tissue
58616,tissue
58819,tongue
66656,tongue
58822,tongue
58824,tongue
58826,tongue
58829,tongue
58833,tonight
58834,tonight
58835,tonight
58836,tonight
58838,tonight
58840,tonight
58968,tornado
58972,tornado
58977,tornado
58979,tornado
58980,tornado
58983,tornado
59131,tower
59133,tower
59135,tower
59136,tower
59137,tower
59139,tower
59348,tranquil
59349,tranquil
59350,tranquil
59352,tranquil
59353,tranquil
59354,tranquil
59379,transform
59383,transform
59384,transform
59386,transform
59387,transform
59389,transform
60056,tutor
60057,tutor
60058,tutor
60059,tutor
60062,tutor
60064,tutor
60164,twin
60155,twin
60156,twin
60159,twin
60161,twin
60162,twin
60720,united states
60730,united states
60722,united states
60723,united states
60724,united states
60728,united states
61232,value
61240,value
61233,value
61236,value
61237,value
61238,value
61239,value
61825,visitor
66732,visitor
61826,visitor
61827,visitor
61829,visitor
61830,visitor
61831,visitor
62086,waiter
70171,waiter
62087,waiter
62088,waiter
62092,waiter
62142,wake up
62145,wake up
62143,wake up
62146,wake up
62148,wake up
62150,wake up
66745,wallet
62189,wallet
62190,wallet
62191,wallet
62192,wallet
62195,wallet
62229,wander
62230,wander
62231,wander
62234,wander
62236,wander
66748,wash face
62349,wash face
62790,weight
62791,weight
62792,weight
62793,weight
62796,weight
62797,weight
69530,whale
62942,whale
62933,whale
62934,whale
62936,whale
62937,whale
62951,whatever
66772,whatever
62952,whatever
62953,whatever
62955,whatever
62956,whatever
63597,within
63598,within
63599,within
63600,within
63603,within
63604,within
63687,wonder
63701,wonder
66800,wonder
63695,wonder
63696,wonder
63697,wonder
63779,worker
66805,worker
63780,worker
63781,worker
63783,worker
63785,worker
63916,worthless
66812,worthless
63917,worthless
63918,worthless
63920,worthless
63921,worthless
63922,worthless
69542,wrap
63970,wrap
63971,wrap
63974,wrap
63975,wrap
63976,wrap
63978,wrap
00581,accent
65006,accent
00583,accent
00584,accent
00585,accent
00586,accent
65014,act
00846,act
00847,act
00849,act
00851,act
00943,adapt
00944,adapt
00946,adapt
00947,adapt
00949,adapt
00951,adapt
01062,adjective
01064,adjective
01065,adjective
01066,adjective
01068,adjective
01073,adjust
01074,adjust
01076,adjust
01077,adjust
01079,adjust
65020,admire
01100,admire
01101,admire
01103,admire
01107,admire
65021,admit
01124,admit
01127,admit
01118,admit
01120,admit
01122,admit
01224,advanced
01226,advanced
01227,advanced
01229,advanced
01230,advanced
01231,advanced
01263,adverb
01264,adverb
01265,adverb
01266,adverb
01268,adverb
65037,agreement
01583,agreement
01584,agreement
01585,agreement
01586,agreement
01587,agreement
01621,aid
01622,aid
01624,aid
01626,aid
01627,aid
01628,aid
02008,alligator
02009,alligator
02010,alligator
02012,alligator
02014,alligator
02429,amputate
02430,amputate
02431,amputate
02434,amputate
02435,amputate
02484,anatomy
02485,anatomy
02487,anatomy
02490,anatomy
02492,anatomy
02634,annoy
02643,annoy
02653,annoy
02644,annoy
02645,annoy
02850,anyway
02851,anyway
02852,anyway
02854,anyway
02855,anyway
02856,anyway
03089,approach
65088,approach
03090,approach
03092,approach
03093,approach
03096,approach
03311,arizona
65093,arizona
03315,arizona
03316,arizona
03318,arizona
03750,assist
03765,assist
03766,assist
03768,assist
03769,assist
03771,assist
03797,assume
03799,assume
03800,assume
03802,assume
03805,assume
04049,attorney
04050,attorney
04051,attorney
04053,attorney
04055,attorney
04128,audiologist
04129,audiologist
04130,audiologist
04132,audiologist
04134,audiologist
04135,audiology
04136,audiology
04137,audiology
04139,audiology
04141,audiology
04200,austria
04201,austria
04202,austria
04203,austria
04207,austria
04216,author
04218,author
04219,author
04221,author
04223,author
04300,available
04301,available
04302,available
04304,available
04305,available
04307,available
04363,award
04364,award
04369,award
04370,award
04372,award
04374,aware
04375,aware
04376,aware
04378,aware
04380,aware
04971,bank
04972,bank
04974,bank
05016,baptize
05017,baptize
05018,baptize
05019,baptize
05020,baptize
05025,baptize
05215,basic
65143,basic
05216,basic
05217,basic
05219,basic
65149,battery
70094,battery
05358,battery
05362,battery
05363,battery
05986,berry
65176,berry
05987,berry
05988,berry
05989,berry
05992,berry
05997,beside
06007,beside
05998,beside
05999,beside
06001,beside
06002,beside
06077,between
65180,between
06081,between
06082,between
06083,between
06085,between
06087,between
06298,binoculars
65185,binoculars
06299,binoculars
06300,binoculars
06302,binoculars
06787,blow
06788,blow
06789,blow
06792,blow
06794,blow
06922,boast
06923,boast
06925,boast
06926,boast
06928,boast
06967,boil
06976,boil
06968,boil
06969,boil
06972,boil
06974,boil
07113,bookshelf
07121,bookshelf
07118,bookshelf
07126,bookstore
70227,bookstore
07127,bookstore
07128,bookstore
07130,bookstore
07131,bookstore
07425,boxing
07430,boxing
07431,boxing
07433,boxing
07435,boxing
07506,braid
07509,braid
07510,braid
07515,braid
07523,brain
07527,brain
07528,brain
07530,brain
07532,brain
07611,breakdown
07613,breakdown
07618,breakdown
70093,breakdown
65253,breakdown
07612,breakdown
07624,breakfast
07625,breakfast
07626,breakfast
07628,breakfast
07630,breakfast
07699,breeze
07702,breeze
07703,breeze
07704,breeze
07706,breeze
07715,bribe
07716,bribe
07718,bribe
07719,bribe
07721,bribe
07860,brochure
07861,brochure
07862,brochure
07864,brochure
07866,brochure
08087,buffalo
08088,buffalo
08089,buffalo
08093,buffalo
08095,buffalo
08300,burp
08302,burp
08303,burp
08305,burp
08306,burp
08308,burp
08338,bush
08339,bush
08340,bush
08341,bush
08343,bush
08345,bush
08510,bye
08512,bye
08514,bye
08515,bye
08517,bye
08772,camel
08773,camel
08774,camel
08780,camel
08888,candidate
08889,candidate
08890,candidate
08891,candidate
08893,candidate
08894,candidate
65301,cannot
08970,cannot
08967,cannot
08968,cannot
08972,cannot
08974,cannot
09078,captain
09081,captain
09082,captain
09083,captain
09085,captain
09256,carnival
09259,carnival
09260,carnival
09261,carnival
09262,carnival
09264,carnival
09501,caterpillar
09502,caterpillar
09503,caterpillar
09507,caterpillar
10249,cheerleader
65344,cheerleader
10250,cheerleader
10251,cheerleader
10252,cheerleader
10253,cheerleader
10295,chemical
10296,chemical
10297,chemical
10298,chemical
10300,chemical
10301,chemical
10388,chicago
10389,chicago
10391,chicago
10393,chicago
10608,choke
10609,choke
10611,choke
10612,choke
10614,choke
10673,christ
10679,christ
10680,christ
10682,christ
10684,christ
11103,click
11113,click
11104,click
11105,click
11112,click
11293,closet
11284,closet
11285,closet
11286,closet
11287,closet
11408,clueless
11409,clueless
11413,clueless
11414,clueless
11415,clueless
11416,clueless
11418,clumsy
11419,clumsy
11420,clumsy
11422,clumsy
11424,clumsy
11686,collect
11687,collect
11689,collect
11691,collect
11693,collect
11929,comma
11930,comma
11931,comma
11933,comma
11935,comma
65382,comment
11971,comment
11972,comment
11973,comment
11977,comment
11978,comment
11994,commit
11995,commit
11997,commit
11998,commit
12000,commit
12004,committee
65383,committee
12005,committee
12006,committee
12008,committee
12010,committee
12022,common sense
12023,common sense
12024,common sense
12025,common sense
12027,common sense
12028,common sense
12158,compete
12159,compete
12161,compete
12162,compete
12164,compete
12387,concentrate
12391,concentrate
12392,concentrate
12394,concentrate
12636,congratulations
12637,congratulations
12638,congratulations
12639,congratulations
12641,congratulations
12749,consider
12755,consider
12758,consider
12759,consider
12761,consider
12819,construct
12820,construct
12823,construct
12824,construct
12826,construct
65398,consume
12863,consume
12855,consume
12860,consume
12941,contest
12942,contest
12943,contest
12945,contest
12947,contest
13087,conversation
13091,conversation
13093,conversation
13094,conversation
13095,conversation
13106,convert
13109,convert
13111,convert
13112,convert
13114,convert
13222,cooperate
13223,cooperate
13224,cooperate
13228,cooperate
13498,counsel
65412,counsel
13499,counsel
13500,counsel
13501,counsel
13503,counsel
13507,counselor
13508,counselor
13509,counselor
13510,counselor
13511,counselor
13512,counselor
65420,crave
13819,crave
13820,crave
13822,crave
13823,crave
13824,crave
13877,create
13878,create
13880,create
13881,create
65425,crocodile
14011,crocodile
14013,crocodile
14015,crocodile
14101,crown
14102,crown
14103,crown
14105,crown
14107,crown
14202,cuba
14203,cuba
14204,cuba
14207,cuba
14209,cuba
14211,cuba
14390,curtain
14393,curtain
14394,curtain
14396,curtain
14431,customer
14432,customer
14433,customer
14437,customer
14438,customer
66042,d
15996,d
15997,d
14553,d
15998,d
16000,d
14601,damage
14602,damage
14604,damage
14606,damage
14608,damage
14634,dancer
65436,dancer
14635,dancer
14636,dancer
14638,dancer
14644,danger
14645,danger
14646,danger
14647,danger
14648,danger
14650,danger
65438,dangerous
65437,dangerous
14652,dangerous
14653,dangerous
14656,dangerous
14657,dangerous
14772,dawn
14773,dawn
14774,dawn
14777,dawn
14778,dawn
14952,death
14953,death
14954,death
14955,death
14957,death
14960,debate
14961,debate
14964,debate
14966,debate
14968,debate
14978,debt
14979,debt
14981,debt
14982,debt
14984,debt
15397,deliver
15401,deliver
15402,deliver
15405,deliver
15406,deliver
15447,democrat
15448,democrat
15449,democrat
15450,democrat
15451,democrat
15453,democrat
15691,descend
15704,descend
15695,descend
15701,descend
15702,descend
15741,design
65468,design
15750,design
15751,design
15753,design
15755,design
15874,detective
70199,detective
15876,detective
15878,detective
15880,detective
15956,devil
65474,devil
15957,devil
15958,devil
15961,devil
65478,dice
16117,dice
16110,dice
16114,dice
16211,difficult
16212,difficult
16213,difficult
16216,difficult
16220,difficult
16313,dining room
16314,dining room
16315,dining room
16316,dining room
16317,dining room
16319,dining room
16502,discipline
16503,discipline
16504,discipline
16506,discipline
16510,discipline
16511,discipline
16540,discount
16541,discount
16542,discount
16544,discount
16546,discount
65492,disgusted
70110,disgusted
16635,disgusted
16636,disgusted
16638,disgusted
16639,disgusted
16872,disturb
16873,disturb
16877,disturb
16878,disturb
16880,disturb
16949,division
16958,division
16950,division
16951,division
16955,division
69300,done
17206,done
17209,done
17212,done
17214,done
17511,drag
17521,drag
17512,drag
17514,drag
17518,drag
17529,dragon
17530,dragon
17532,dragon
17533,dragon
17534,dragon
17557,drama
17559,drama
17560,drama
17562,drama
17564,drama
17885,drug
17877,drug
17878,drug
17889,drug
17883,drug
17958,due
65552,due
17959,due
17960,due
17961,due
17964,due
17965,due
17968,dull
17976,dull
17979,dull
17969,dull
17974,dull
17975,dull
18037,dusk
18038,dusk
18040,dusk
18042,dusk
18043,dusk
18069,dvd
18070,dvd
18071,dvd
18072,dvd
18073,dvd
18074,dvd
18075,dvd
18090,dye
18091,dye
18092,dye
18095,dye
18096,dye
18107,e
66043,e
18533,e
18534,e
18535,e
18537,e
18640,either
18649,either
65617,either
18644,either
18646,either
18647,either
18727,electricity
18728,electricity
18729,electricity
18732,electricity
18734,electricity
18755,elementary
18756,elementary
18757,elementary
18759,elementary
18761,elementary
18854,else
18856,else
18857,else
18858,else
18859,else
18861,else
18939,emergency
18942,emergency
18944,emergency
18946,emergency
18949,emergency
18950,emergency
19198,engine
19212,engine
19213,engine
19214,engine
19215,engine
19217,engine
19297,enormous
19298,enormous
19299,enormous
19300,enormous
19301,enormous
19303,enormous
19512,eraser
19513,eraser
19514,eraser
19515,eraser
19517,eraser
19851,every monday
19852,every monday
19853,every monday
19855,every monday
19856,every monday
19857,every monday
19929,every tuesday
19930,every tuesday
19931,every tuesday
19933,every tuesday
19934,every tuesday
19935,every tuesday
19909,everything
65649,everything
19911,everything
19912,everything
19915,everything
19916,everything
20108,except
20109,except
20110,except
20111,except
20113,except
20115,except
20256,exhibit
20257,exhibit
20260,exhibit
20262,exhibit
20455,explode
65662,explode
20456,explode
20457,explode
20459,explode
20508,express
65664,express
20510,express
20511,express
20513,express
20514,express
20670,f
66044,f
21568,f
21569,f
21570,f
21572,f
20836,fairy
20837,fairy
20838,fairy
20839,fairy
20840,fairy
20841,fairy
20965,familiar
20967,familiar
20969,familiar
20970,familiar
20971,familiar
20973,familiar
21524,festival
21525,festival
21527,festival
21529,festival
21837,finance
21838,finance
21839,finance
21841,finance
21843,finance
21925,fingerspell
68049,fingerspell
21923,fingerspell
21928,fingerspell
21929,fingerspell
22015,fire
22017,fire
22019,fire
22010,fire
65726,firefighter
21993,firefighter
21994,firefighter
21999,firefighter
22000,firefighter
22003,firefighter
69326,five
65734,five
22191,five
22192,five
22194,five
22196,five
22356,flatter
22357,flatter
22358,flatter
22359,flatter
22362,flatter
65754,fool
22780,fool
22772,fool
22783,fool
22774,fool
22973,forgive
22974,forgive
22975,forgive
22976,forgive
22978,forgive
22980,forgive
23029,former
23038,former
65764,former
23030,former
23031,former
23035,former
23432,freeway
23434,freeway
23425,freeway
23427,freeway
23428,freeway
23431,freeway
23646,from now on
23647,from now on
23648,from now on
23650,from now on
23651,from now on
23652,from now on
23959,g
66045,g
24523,g
24524,g
24525,g
24527,g
24042,gang
24043,gang
24044,gang
24046,gang
24048,gang
65804,gay
24199,gay
24203,gay
24194,gay
24195,gay
24343,geometry
24344,geometry
24345,geometry
24347,geometry
24349,geometry
65814,get up
24498,get up
24499,get up
24500,get up
24502,get up
24503,get up
24539,gift
24547,gift
24548,gift
24553,gift
24555,gift
25270,grab
65841,grab
25279,grab
25280,grab
25282,grab
25350,graduation
25351,graduation
25353,graduation
25354,graduation
25356,graduation
25521,grateful
25522,grateful
25524,grateful
25526,grateful
25527,grateful
25528,grateful
68062,grey
25714,grey
25715,grey
25717,grey
25721,grey
26062,gymnastics
26063,gymnastics
26067,gymnastics
26068,gymnastics
26069,gymnastics
26074,h
27357,h
66046,h
27355,h
27359,h
27356,h
65877,hang up
26472,hang up
26463,hang up
26464,hang up
26483,hanukkah
26484,hanukkah
26485,hanukkah
26487,hanukkah
26488,hanukkah
65883,heap
26931,heap
26932,heap
26935,heap
26937,heap
27017,heart attack
27018,heart attack
27019,heart attack
27020,heart attack
27022,heart attack
27023,heart attack
27485,hill
27486,hill
27487,hill
27490,hill
27492,hill
27752,holy
27744,holy
27754,holy
27745,holy
27746,holy
27748,holy
27915,hop
27940,hop
27942,hop
27943,hop
27945,hop
28050,host
28056,host
28067,host
28069,host
28057,host
28058,host
28085,hot dog
28096,hot dog
28082,hot dog
28087,hot dog
28091,hot dog
28285,human
28288,human
28291,human
28292,human
28296,human
28557,i
66047,i
28789,i
28790,i
28791,i
28794,i
28810,ill
28820,ill
28821,ill
28824,ill
28827,ill
28811,illegal
28813,illegal
28814,illegal
28815,illegal
28817,illegal
28818,illegal
65925,impact
29007,impact
29008,impact
29010,impact
29011,impact
29461,individual
65933,individual
29462,individual
29463,individual
29468,individual
29897,inspect
29898,inspect
29900,inspect
29901,inspect
29903,inspect
65943,inspire
29919,inspire
29920,inspire
29921,inspire
29924,inspire
30297,intersection
70182,intersection
30298,intersection
30301,intersection
30302,intersection
30304,intersection
30582,ireland
65963,ireland
30584,ireland
30585,ireland
30587,ireland
30588,ireland
65964,iron
30603,iron
30595,iron
30596,iron
30820,j
66048,j
31100,j
31101,j
31102,j
31104,j
31072,jewelry
65978,jewelry
31077,jewelry
31078,jewelry
31079,jewelry
31080,jewelry
31082,jewelry
31216,journey
31218,journey
31220,journey
31221,journey
31223,journey
31232,joy
31233,joy
31236,joy
31237,joy
31239,joy
31297,july
31300,july
31306,july
31301,july
31303,july
31304,july
31436,k
66049,k
31583,k
31584,k
31585,k
31587,k
65991,kid
31621,kid
31612,kid
31613,kid
31614,kid
31687,kindergarten
31688,kindergarten
31689,kindergarten
31691,kindergarten
31693,kindergarten
32046,lady
32047,lady
32049,lady
32050,lady
32052,lady
32092,lamp
32097,lamp
32100,lamp
32094,lamp
32275,last week
66011,last week
32276,last week
32277,last week
32278,last week
32280,last week
32419,laundry
32421,laundry
32422,laundry
32424,laundry
32426,laundry
